Wall time,Step,Value
1687879250.020059,0,0.49040400981903076
1687879264.521007,1,0.49566540122032166
1687879278.062391,2,0.49393653869628906
1687879290.924876,3,0.5163627862930298
1687879303.817984,4,0.5382999777793884
1687879316.427911,5,0.5308982729911804
1687879328.969729,6,0.5530728697776794
1687879341.649622,7,0.5533910393714905
1687879354.148248,8,0.5610056519508362
1687879366.909613,9,0.556908369064331
1687879379.399712,10,0.5707444548606873
1687879392.942063,11,0.5638018846511841
1687879405.599858,12,0.5806152820587158
1687879418.169195,13,0.585115373134613
1687879430.760362,14,0.6018558144569397
1687879443.977066,15,0.6208217144012451
1687879456.534117,16,0.5964893698692322
1687879469.298997,17,0.6151943206787109
1687879481.893657,18,0.6099257469177246
1687879494.571038,19,0.6230403184890747
1687879507.243003,20,0.6154602766036987
1687879520.652101,21,0.6380466818809509
1687879533.608796,22,0.6241892576217651
1687879546.271484,23,0.6336182355880737
1687879558.811279,24,0.6353285908699036
1687879571.981795,25,0.6505123376846313
1687879584.69335,26,0.6441155076026917
1687879597.509622,27,0.6593382358551025
1687879610.100358,28,0.661592423915863
1687879622.772699,29,0.6736599206924438
1687879635.905549,30,0.6671220064163208
1687879649.82346,31,0.6490875482559204
1687879662.711863,32,0.6766062378883362
1687879675.549209,33,0.6867340803146362
1687879688.506503,34,0.6869584918022156
1687879701.338702,35,0.69865483045578
1687879714.086422,36,0.7013826370239258
1687879726.846508,37,0.6998165845870972
1687879739.892559,38,0.7063432335853577
1687879752.790352,39,0.6813749074935913
1687879765.698187,40,0.7024822235107422
1687879779.473478,41,0.7094835042953491
1687879792.523745,42,0.7212739586830139
1687879805.540778,43,0.7204762101173401
1687879818.429264,44,0.704704761505127
1687879831.461016,45,0.721697986125946
1687879844.34029,46,0.7332326173782349
1687879857.205933,47,0.7394631505012512
1687879870.467887,48,0.7592283487319946
1687879883.615695,49,0.7448746562004089
1687879896.880337,50,0.7415895462036133
1687879910.913075,51,0.7478348016738892
1687879923.970882,52,0.7421627640724182
1687879937.22996,53,0.7505118250846863
1687879950.516176,54,0.7547411322593689
1687879963.778191,55,0.7645391225814819
1687879976.925236,56,0.7462305426597595
1687879990.163409,57,0.7207912802696228
1687880003.771252,58,0.7344417572021484
1687880016.922015,59,0.7572253346443176
1687880030.142065,60,0.7635393142700195
1687880044.401943,61,0.757012665271759
1687880057.755877,62,0.7662540078163147
1687880071.28378,63,0.7599966526031494
1687880084.661792,64,0.7327128052711487
1687880098.196248,65,0.7643245458602905
1687880111.668148,66,0.7680763602256775
1687880125.343019,67,0.7686471939086914
1687880138.764701,68,0.769900918006897
1687880152.33329,69,0.7752311825752258
1687880165.852958,70,0.7615504860877991
1687880180.412033,71,0.7727804780006409
1687880197.973306,72,0.7798831462860107
1687880218.503471,73,0.791447639465332
1687880244.067381,74,0.7835419178009033
1687880269.627134,75,0.7567409873008728
1687880293.984712,76,0.7827821969985962
1687880318.399685,77,0.777018666267395
1687880343.178027,78,0.7897218465805054
1687880367.059701,79,0.7845124006271362
1687880391.705155,80,0.7797037959098816
1687880412.459966,81,0.7915705442428589
1687880431.093038,82,0.783041775226593
1687880452.30749,83,0.7897465825080872
1687880477.668461,84,0.7936444282531738
1687880503.097793,85,0.7976382970809937
1687880529.235316,86,0.8126087188720703
1687880551.45928,87,0.7800731658935547
1687880570.037435,88,0.7961533069610596
1687880590.644359,89,0.7964466214179993
1687880615.376077,90,0.8025532364845276
1687880642.106095,91,0.8090131282806396
1687880668.905069,92,0.8083459734916687
1687880697.519256,93,0.8134486675262451
1687880717.562634,94,0.8135583400726318
1687880735.406369,95,0.8140490055084229
1687880755.285689,96,0.8112478852272034
1687880779.424984,97,0.8256670832633972
1687880804.424973,98,0.8089504837989807
1687880829.172298,99,0.8217592835426331
