Wall time,Step,Value
1687877561.592009,0,0.07516904920339584
1687877576.863581,1,0.11216951906681061
1687877590.714672,2,0.18058578670024872
1687877603.710887,3,0.19253402948379517
1687877616.351225,4,0.25311514735221863
1687877629.296657,5,0.32241693139076233
1687877642.009318,6,0.3656602203845978
1687877654.695751,7,0.4095025956630707
1687877667.40979,8,0.4552726447582245
1687877680.060824,9,0.4765086770057678
1687877692.700852,10,0.5150001049041748
1687877706.272263,11,0.5270463228225708
1687877719.015233,12,0.5714682936668396
1687877731.669943,13,0.5961874127388
1687877744.280493,14,0.6159210801124573
1687877756.968126,15,0.6293012499809265
1687877769.634011,16,0.647466242313385
1687877782.299358,17,0.6529889106750488
1687877795.475266,18,0.6681608557701111
1687877808.152082,19,0.6649786233901978
1687877820.886673,20,0.6798663139343262
1687877834.863578,21,0.7053498029708862
1687877847.542878,22,0.6994022727012634
1687877860.494635,23,0.6975566744804382
1687877873.404002,24,0.7066836357116699
1687877886.074815,25,0.7258018851280212
1687877898.677194,26,0.7305353283882141
1687877911.432238,27,0.7284574508666992
1687877924.567994,28,0.7388728857040405
1687877937.562573,29,0.7439467906951904
1687877950.334891,30,0.7358338832855225
1687877963.966545,31,0.7413897514343262
1687877976.696086,32,0.7481294274330139
1687877990.086455,33,0.7570258975028992
1687878003.037507,34,0.7410060167312622
1687878015.943629,35,0.7500289082527161
1687878028.812856,36,0.7762222290039062
1687878041.852946,37,0.759024441242218
1687878055.270754,38,0.7556018829345703
1687878068.305053,39,0.7687968611717224
1687878081.647735,40,0.7663539052009583
1687878096.987171,41,0.7902482748031616
1687878112.200619,42,0.7750319242477417
1687878127.487581,43,0.7671586275100708
1687878140.74876,44,0.7813624143600464
1687878153.905966,45,0.7882217168807983
1687878166.963856,46,0.7861785292625427
1687878180.602239,47,0.7937072515487671
1687878193.945972,48,0.7922922372817993
1687878207.17706,49,0.7824421525001526
1687878220.54321,50,0.7882305383682251
1687878234.637016,51,0.8000229597091675
1687878248.175423,52,0.7944884896278381
1687878261.270844,53,0.7998907566070557
1687878274.57619,54,0.7997256517410278
1687878288.204382,55,0.7806130051612854
1687878301.616709,56,0.8075857758522034
1687878315.162661,57,0.8001739382743835
1687878328.780363,58,0.8060612082481384
1687878343.87994,59,0.802480936050415
1687878358.545235,60,0.8143665194511414
1687878375.115368,61,0.8128911852836609
1687878390.379044,62,0.801405668258667
1687878405.045464,63,0.7975986003875732
1687878418.61281,64,0.7902149558067322
1687878431.959846,65,0.8108943700790405
1687878445.975705,66,0.810602605342865
1687878459.641643,67,0.8127070069313049
1687878473.425406,68,0.8186081051826477
1687878486.943523,69,0.816987931728363
1687878500.667751,70,0.8201131224632263
1687878516.092043,71,0.8155966401100159
1687878529.90089,72,0.8101827502250671
1687878543.607374,73,0.8165638446807861
1687878557.475611,74,0.7988031506538391
1687878571.19012,75,0.8147482872009277
1687878585.533925,76,0.8272930383682251
1687878599.355001,77,0.8282420039176941
1687878613.106477,78,0.8206028938293457
1687878626.941303,79,0.8352030515670776
1687878640.780942,80,0.8284482955932617
1687878655.496454,81,0.8277767300605774
1687878669.50293,82,0.8281171917915344
1687878683.065558,83,0.83079993724823
1687878696.742259,84,0.825556755065918
1687878710.753944,85,0.8134206533432007
1687878724.773396,86,0.806784987449646
1687878739.048637,87,0.8315356373786926
1687878752.930282,88,0.8244003653526306
1687878766.825161,89,0.8316803574562073
1687878780.862322,90,0.8352680206298828
1687878795.780968,91,0.8361474275588989
1687878809.902483,92,0.8329887390136719
1687878823.677484,93,0.8367213606834412
1687878838.0115,94,0.8414735794067383
1687878851.885986,95,0.8341664671897888
1687878865.669978,96,0.8413931727409363
1687878879.862966,97,0.8414968252182007
1687878893.846171,98,0.8311310410499573
1687878908.075545,99,0.8320018649101257
